,url,title,author,num_reviews,num_ratings,avg_ratings,original_publish_year,series,genres,awards,num_pages,award_number,mean_norm_ratings,min_max
0,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,To Kill a Mockingbird,Harper Lee,95121,4749235,4.28,1960,True,"['Classics', 'Fiction', 'Historical']","['Pulitzer Prize for Fiction (1961)', 'Audie Award for Classic (2007)', 'National Book Award Finalist for Fiction (1961)', 'Alabama Author Award for Fiction (1961)']",324,4,0.13,6.94
1,https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,Harry Potter and the Sorcerer's Stone,J.K. Rowling,118994,7506525,4.48,1997,True,"['Fantasy', 'Fiction', 'Young Adult']","[""Mythopoeic Fantasy Award for Children's Literature (2008)"", ""British Book Award for Children's Book of the Year (1998)"", 'Prijs van de Nederlandse Kinderjury for 6-9 jaar en 10-12 jaar (2002)', 'American Booksellers Book Of The Year  Award for Children (1999)', 'Audie Award (2000)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2000)"", 'South Carolina Book Award for Junior Book Award (2001)', 'Grand Canyon Reader Award for Teen Book (2000)', 'Charlotte Award (2000)', 'Nene Award (2000)', ""Massachusetts Children's Book Award (2000)"", 'Colorado Blue Spruce Young Adult Book Award (2001)', 'Blue Hen Book Award for Chapter Book (2001)', ""Nevada Young Readers' Award for Young Reader Category (2000)"", 'Golden Archer Award for Middle/Junior High (2000)', 'Indian Paintbrush Book Award (2000)', 'Hotze de Roosprijs (2002)', 'Nestlé Smarties Book Prize for 9–11 years (1997)', 'Eliot Rosewater Indiana High School Book Award (2001)', 'Kinderboekwinkelprijs (1999)', 'Parenting Book of the Year Award (1998)', 'North East Teenage Book Award (1999)', ""Specsavers National Book Award for Children's Book of the Year (1998)"", 'Washington State Sasquatch Award (2000)', 'Literaturpreis der Jury der jungen Leser for Kinderbuch (1999)', 'Carnegie Medal Nominee (1997)', ""Rebecca Caudill Young Readers' Book Award (2001)"", 'Premi Protagonista Jove for Categoria 12-13 anys (2000)']",309,28,0.26,8.12
2,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,The Diary of a Young Girl,Anne Frank,30816,2913798,4.16,1947,False,"['Nonfiction', 'Classics', 'History']",['Luisterboek Award Nominee (2008)'],283,1,0.05,6.24
3,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,Pride and Prejudice,Jane Austen,73332,3186544,4.27,1813,False,"['Classics', 'Fiction', 'Romance']",[],279,1,0.13,6.88
4,https://www.goodreads.com/book/show/170448.Animal_Farm,The Little Prince,Antoine de Saint-Exupéry,43211,1481918,4.31,1943,False,"['Classics', 'Fiction', 'Fantasy']",['Retro Hugo Award for Best Novella (2019)'],93,1,0.15,7.12
5,https://www.goodreads.com/book/show/157993.The_Little_Prince,Animal Farm,George Orwell,61013,2909911,3.96,1945,False,"['Classics', 'Fiction', 'Science Fiction']","['Prometheus Hall of Fame Award (2011)', 'Retro Hugo Award for Best Novella (1996)']",141,2,-0.08,5.06
6,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,The Catcher in the Rye,J.D. Salinger,60330,2857459,3.81,1951,False,"['Classics', 'Fiction', 'Young Adult']","['Teen Read Award Nominee for Best All-Time-Fave (2010)', 'National Book Award Finalist for Fiction (1952)']",277,2,-0.17,4.18
7,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,The Great Gatsby,F. Scott Fitzgerald,71591,3978719,3.93,1925,False,"['Classics', 'Fiction', 'Academic']","['Grammy Award Nominee for Best Spoken Word Album (2003)', 'Long Island Reads (2002)']",200,2,-0.1,4.88
8,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings,The Lord of the Rings,J.R.R. Tolkien,12046,589638,4.5,1955,True,"['Fantasy', 'Classics', 'Fiction']","['Hugo Award Nominee for Best All-Time Series (1966)', 'Prometheus Hall of Fame Award (2009)', 'International Fantasy Award for Fiction (1957)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2002)', 'Prix du Meilleur Livre Étranger for Roman (1972)', 'Nynorsk litteraturpris (2006)']",1216,6,0.28,8.24
9,https://www.goodreads.com/book/show/19063.The_Book_Thief,The Book Thief,Markus Zusak,116822,1942334,4.38,2005,False,"['Historical', 'Historical Fiction', 'Fiction']","['National Jewish Book Award for Children’s and Young Adult Literature (2006)', ""Book Sense Book of the Year Award for Children's Literature (2007)"", 'Buxtehuder Bulle (2008)', 'Sydney Taylor Book Award for Teen Readers (2007)', 'Prijs van de Kinder- en Jeugdjury Vlaanderen (2009)', 'Michael L. Printz Award Nominee (2007)', 'Exclusive Books Boeke Prize (2007)', 'Rhode Island Teen Book Award Nominee (2008)', 'The Quill Award Nominee for Young Adult/Teen (2006)', 'Zilveren Zoen (2008)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2009)', 'Association of Jewish Libraries for Teen Book Award (2006)', 'Lincoln Award Nominee (2010)', 'Australian Book Industry Award (ABIA) Nominee for Literary Fiction (2008)', 'Kathleen Mitchell Award', 'Ena Noel Award (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2009)', 'LovelyBooks Leserpreis for Allgemeine Literatur (2009)', 'Margaret A. Edwards Award (2014)']",552,20,0.2,7.53
10,https://www.goodreads.com/book/show/10210.Jane_Eyre,Jane Eyre,Charlotte Brontë,45133,1699086,4.13,1847,False,"['Classics', 'Fiction', 'Romance']",[],532,1,0.04,6.06
11,https://www.goodreads.com/book/show/5470.1984,1984,George Orwell,76011,3363247,4.19,1949,False,"['Classics', 'Fiction', 'Science Fiction']","['Prometheus Hall of Fame Award (1984)', 'Locus Award Nominee for All-Time Best Science Fiction Novel (1987)']",328,2,0.07,6.41
12,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,Lord of the Flies,William Golding,39832,2362177,3.69,1954,False,"['Classics', 'Fiction', 'Young Adult']",[],182,1,-0.25,3.47
13,https://www.goodreads.com/book/show/7624.Lord_of_the_Flies,The Chronicles of Narnia,C.S. Lewis,10672,545577,4.26,1956,True,"['Fantasy', 'Classics', 'Fiction']",[],767,1,0.12,6.82
14,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,Harry Potter and the Deathly Hallows,J.K. Rowling,68464,2959944,4.62,0,True,"['Fantasy', 'Young Adult', 'Fiction']","['Locus Award Nominee for Best Young Adult Novel (2008)', 'Odyssey Award Nominee (2008)', 'Audie Award (2008)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2008)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Puddly Award for Fiction (2008)', 'Andre Norton Award (2007)', 'Carnegie Medal Nominee (2008)']",759,8,0.36,8.94
15,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows,Romeo and Juliet,William Shakespeare,20443,2135511,3.75,1597,False,"['Classics', 'Plays', 'Fiction']",[],301,1,-0.21,3.82
16,https://www.goodreads.com/book/show/77203.The_Kite_Runner,The Kite Runner,Khaled Hosseini,76685,2538612,4.31,2003,False,"['Fiction', 'Historical', 'Historical Fiction']","['Borders Original Voices Award for Fiction (2003)', ""Humo's Gouden Bladwijzer (2008)"", 'Exclusive Books Boeke Prize (2004)', 'ALA Alex Award (2004)', 'Puddly Award for Fiction (2006)', 'Lincoln Award Nominee (2006)', 'Prix des libraires du Québec for Lauréats hors Québec (2006)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']",371,8,0.15,7.12
17,https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,67053,1885612,4.13,1993,True,"['Young Adult', 'Fiction', 'Classics']","['Newbery Medal (1994)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1994)"", 'Golden Duck Award for Young Adult (Hal Clement Award) (1994)', 'Garden State Book Award for Teen Fiction Grades 6-8 (1996)', ""Buckeye Children's Book Award for Grade 6-8 (1997)"", 'Grand Canyon Reader Award for Teen Book (1995)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (1995)', 'Golden Sower Award for Young Adult (1995)', ""Pennsylvania Young Readers' Choice Award for Grades 3-8 (1995)"", 'Soaring Eagle Book Award Nominee (1996)', ""Pacific Northwest Library Association Young Reader's Choice Award for Senior (1996)"", 'Boston Globe-Horn Book Award Nominee for Fiction (1993)', 'New Mexico Land of Enchantment Award (1997)', 'Eliot Rosewater Indiana High School Book Award (1997)', ""William Allen White Children's Book Award (1996)"", 'Wyoming Indian Paintbrush Nominee (1996)', ""NSK Neustadt Prize for Children's Literature Nominee (2013)"", 'Oklahoma Sequoyah Award for YA (1996)', ""Rebecca Caudill Young Readers' Book Award (1996)"", 'Hea Lasteraamat (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2016)', 'Margaret A. Edwards Award (2007)']",208,22,0.04,6.06
18,https://www.goodreads.com/book/show/370493.The_Giving_Tree,The Giving Tree,Shel Silverstein,18549,948550,4.37,1964,False,"['Childrens', 'Childrens', 'Picture Books']",[],64,1,0.19,7.47
19,https://www.goodreads.com/book/show/24178.Charlotte_s_Web,Charlotte's Web,E.B. White,19001,1491987,4.17,1952,False,"['Classics', 'Childrens', 'Fiction']","['Newbery Medal Nominee (1953)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1970)"", 'Audie Award Nominee for Audiobook of the Year and Middle Grade (2020)', ""Massachusetts Children's Book Award (1984)"", 'Laura Ingalls Wilder Award (1970)']",184,5,0.06,6.29
20,https://www.goodreads.com/book/show/2767052-the-hunger-games,Little Women,Louisa May Alcott,32989,1756857,4.1,1868,True,"['Classics', 'Fiction', 'Historical']",[],449,1,0.02,5.88
21,https://www.goodreads.com/book/show/1934.Little_Women,The Hunger Games,Suzanne Collins,175518,6686353,4.32,0,True,"['Young Adult', 'Fiction', 'Science Fiction']","['Locus Award Nominee for Best Young Adult Book (2009)', 'Georgia Peach Book Award (2009)', 'Buxtehuder Bulle (2009)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2009)', ""Grand Prix de l'Imaginaire Nominee for Roman jeunesse étranger (2010)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2012)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2010)"", ""Red House Children's Book Award for Older Readers & Overall (2010)"", 'South Carolina Book Award for Junior and Young Adult Book (2011)', 'Charlotte Award (2010)', 'Colorado Blue Spruce Young Adult Book Award (2010)', 'Teen Buckeye Book Award (2009)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2010)"", 'Rhode Island Teen Book Award (2010)', ""Dorothy Canfield Fisher Children's Book Award (2010)"", 'Evergreen Teen Book Award (2011)', 'Soaring Eagle Book Award (2009)', 'Milwaukee County Teen Book Award Nominee (2010)', 'Sakura Medal for Middle School Book (2010)', 'Michigan Library Association Thumbs Up! Award (2009)', 'Florida Teens Read (2009)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2010)', 'Iowa High School Book Award (2011)', 'New Mexico Land of Enchantment Award for Young Adult (2011)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'The Inky Awards for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2011)', 'Lincoln Award (2011)', 'Kinderboekwinkelprijs (2010)', 'Missouri Truman Readers Award (2011)', 'CYBILS Award for Young Adult Fantasy & Science Fiction (2008)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Prix Et-lisez-moi (2011)', 'Missouri Gateway Readers Award (2011)', 'Oklahoma Sequoyah Award for High School and Intermediate (2011)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2009)', ""Rebecca Caudill Young Readers' Book Award (2011)"", 'LovelyBooks Leserpreis for Fantasy (2009)', 'LovelyBooks Leserpreis for Bestes Cover/Umschlag (2009)', 'Premi Protagonista Jove for Categoria 13-14 anys (2010)']",374,41,0.16,7.18
22,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,Of Mice and Men,John Steinbeck,36321,2028711,3.88,1937,False,"['Classics', 'Fiction', 'Academic']","[""New York Drama Critics' Circle Award for Best American Play (1938)""]",103,1,-0.13,4.59
23,https://www.goodreads.com/book/show/890.Of_Mice_and_Men,"The Hobbit, or There and Back Again",J.R.R. Tolkien,51238,3044854,4.28,1937,True,"['Fantasy', 'Classics', 'Fiction']","['Keith Barker Millennium Book Award', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (1997)', 'Mythopoeic Scholarship Award for Inklings Studies (1990)']",366,3,0.13,6.94
24,https://www.goodreads.com/book/show/23772.Green_Eggs_and_Ham,Green Eggs and Ham,Dr. Seuss,9784,651996,4.29,1960,False,"['Childrens', 'Childrens', 'Picture Books']",[],64,1,0.14,7.0
25,https://www.goodreads.com/book/show/13079982-fahrenheit-451,Fahrenheit 451,Ray Bradbury,51213,1785513,3.99,1953,False,"['Classics', 'Fiction', 'Science Fiction']","['Prometheus Hall of Fame Award (1984)', 'Geffen Award for Best Translated SF Book (2002)', 'California Book Award for Fiction (Silver) (1953)', 'Retro Hugo Award for Best Novel (2004)']",194,4,-0.06,5.24
26,https://www.goodreads.com/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban,Harry Potter and the Prisoner of Azkaban,J.K. Rowling,59275,3005075,4.57,1999,True,"['Fantasy', 'Young Adult', 'Fiction']","['Bram Stoker Award for Best Work for Young Readers (1999)', 'Hugo Award Nominee for Best Novel (2000)', 'Locus Award for Best Fantasy Novel (2000)', ""Whitbread Award for Children's Book of the Year (1999)"", ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2005)', 'Colorado Blue Spruce Young Adult Book Award (2004)', 'Maine Student Book Award (2001)', 'Golden Archer Award for Intermediate (2001)', 'Indian Paintbrush Book Award (2004)', 'Soaring Eagle Book Award (2002)', 'Hotze de Roosprijs (2001)', 'Nestlé Smarties Book Prize for 9–11 years (1999)']",435,13,0.32,8.65
27,https://www.goodreads.com/book/show/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,11212,479330,4.06,1871,True,"['Classics', 'Fantasy', 'Fiction']",[],239,1,-0.01,5.65
28,https://www.goodreads.com/book/show/6185.Wuthering_Heights,Wuthering Heights,Emily Brontë,40219,1409083,3.87,1847,False,"['Classics', 'Fiction', 'Romance']",[],464,1,-0.13,4.53
29,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,Gone with the Wind,Margaret Mitchell,20502,1102735,4.3,1936,False,"['Classics', 'Historical', 'Historical Fiction']","['Pulitzer Prize for Novel (1937)', 'National Book Award for Novel (1936)']",1037,2,0.15,7.06
30,https://www.goodreads.com/book/show/1617.Night,The Picture of Dorian Gray,Oscar Wilde,34178,1033811,4.09,1890,False,"['Classics', 'Fiction', 'Horror']",[],272,1,0.01,5.82
31,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,Night,Elie Wiesel,30294,1015527,4.34,1956,True,"['Nonfiction', 'Classics', 'History']",[],115,1,0.17,7.29
32,https://www.goodreads.com/book/show/1923820.Holy_Bible,Harry Potter and the Goblet of Fire,J.K. Rowling,49590,2750342,4.56,2000,True,"['Fantasy', 'Young Adult', 'Fiction']","['Hugo Award for Best Novel (2001)', ""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'Publieksprijs voor het Nederlandse Boek (2001)', 'Audie Award for Solo Narration - Male (2001)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (2001)"", 'Golden Archer Award for Middle/Junior High (2002)', 'Indian Paintbrush Book Award (2002)', 'Deutscher Bücherpreis for Publikumspreis', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2001)']",734,9,0.32,8.59
33,https://www.goodreads.com/book/show/6.Harry_Potter_and_the_Goblet_of_Fire,Holy Bible: King James Version,Anonymous,5771,229649,4.41,1611,False,"['Religion', 'Classics', 'Nonfiction']",[],1590,1,0.22,7.71
34,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,The Hitchhiker's Guide to the Galaxy,Douglas Adams,32026,1511514,4.22,1979,True,"['Science Fiction', 'Fiction', 'Humor']",[],193,1,0.09,6.59
35,https://www.goodreads.com/book/show/1420.Hamlet,Hamlet,William Shakespeare,13707,763086,4.03,1603,False,"['Classics', 'Plays', 'Fiction']",['Grammy Award Nominee for Best Spoken Word Album (2012)'],289,1,-0.03,5.47
36,https://www.goodreads.com/book/show/1362112.Tolkien_on_Fairy_stories,Tolkien on Fairy-stories,J.R.R. Tolkien,140,2893,4.3,0,False,"['Fantasy', 'Writing', 'Essays']",[],320,1,0.15,7.06
37,https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,The Adventures of Huckleberry Finn,Mark Twain,16150,1175379,3.82,1884,True,"['Classics', 'Fiction', 'Historical']",[],327,1,-0.17,4.24
38,https://www.goodreads.com/book/show/1.Harry_Potter_and_the_Half_Blood_Prince,1984,George Orwell,76011,3363247,4.19,1949,False,"['Classics', 'Fiction', 'Science Fiction']","['Prometheus Hall of Fame Award (1984)', 'Locus Award Nominee for All-Time Best Science Fiction Novel (1987)']",237,2,0.07,6.41
39,https://www.goodreads.com/book/show/40961427-1984,Harry Potter and the Half-Blood Prince,J.K. Rowling,42026,2575755,4.57,2005,True,"['Fantasy', 'Young Adult', 'Fiction']","['Locus Award Nominee for Best Young Adult Novel (2006)', 'Audie Award for Audiobook of the Year (2006)', 'British Book of the Year (2006)']",652,3,0.32,8.65
40,https://www.goodreads.com/book/show/24280.Les_Mis_rables,Brave New World / Brave New World Revisited,Aldous Huxley,1550,145805,4.17,1958,False,"['Classics', 'Fiction', 'Science Fiction']",[],340,1,0.06,6.29
41,https://www.goodreads.com/book/show/5479.Brave_New_World_Brave_New_World_Revisited,Les Misérables,Victor Hugo,18265,702844,4.18,1862,False,"['Classics', 'Fiction', 'Historical']",[],1463,1,0.07,6.35
42,https://www.goodreads.com/book/show/18144590-the-alchemist,The Alchemist,Paulo Coelho,85788,2244941,3.88,1988,False,"['Fiction', 'Classics', 'Fantasy']","['NBDB National Book Award Nominee for Translation (2015)', 'Grand Prix des lectrices de Elle for roman (1995)', 'Premio Grinzane Cavour for Narrativa Straniera (1996)', 'Corine Internationaler Buchpreis for Belletristik (2002)']",182,4,-0.13,4.59
43,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,Crime and Punishment,Fyodor Dostoyevsky,21030,666023,4.23,1866,False,"['Classics', 'Fiction', 'Cultural']",[],671,1,0.1,6.65
44,https://www.goodreads.com/book/show/4667024-the-help,The Help,Kathryn Stockett,85535,2266048,4.46,0,False,"['Fiction', 'Historical', 'Historical Fiction']","['Orange Prize Nominee for Fiction Longlist (2010)', 'Audie Award for Fiction (2010)', 'Exclusive Books Boeke Prize (2009)', 'SIBA Book Award for Fiction (2010)', 'Indies Choice Book Award for Adult Debut (2010)', 'Puddly Award for Fiction (2011)', 'Lincoln Award Nominee (2013)', 'Grand Prix des lectrices de Elle for roman (2011)', 'Goodreads Choice Award for Fiction (2009) and Nominee for Best of the Best  (2018)', 'Townsend Prize for Fiction (2010)']",464,10,0.25,8.0
45,https://www.goodreads.com/book/show/2998.The_Secret_Garden,The Secret Garden,Frances Hodgson Burnett,20234,942366,4.13,1910,False,"['Classics', 'Fiction', 'Childrens']",['Lewis Carroll Shelf Award (1958)'],331,1,0.04,6.06
46,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,Memoirs of a Geisha,Arthur Golden,30998,1769374,4.12,1997,False,"['Fiction', 'Historical', 'Historical Fiction']",[],503,1,0.03,6.0
47,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe",C.S. Lewis,23507,2240124,4.22,1950,True,"['Fantasy', 'Classics', 'Fiction']","['Lewis Carroll Shelf Award (1962)', ""The Keith Barker Millennium Children's Book Awards 'Children's Book of the Century'"", 'Retro Hugo Award Nominee for Best Novel (2001)']",206,3,0.09,6.59
48,https://www.goodreads.com/book/show/1381.The_Odyssey,A Christmas Carol,Charles Dickens,20872,643944,4.07,1843,False,"['Classics', 'Fiction', 'Holiday']",['Audie Award for Classic (2005)'],104,1,-0.0,5.71
49,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,The Odyssey,Homer,13110,893392,3.78,-800,False,"['Classics', 'Fiction', 'Poetry']",[],541,1,-0.19,4.0
50,https://www.goodreads.com/book/show/233093.The_Cat_in_the_Hat,The Cat in the Hat,Dr. Seuss,6067,455973,4.16,1957,True,"['Childrens', 'Childrens', 'Picture Books']","['Books I Loved Best Yearly (BILBY) Awards for Early Readers (2004, 2012) (2004)']",61,2,0.05,6.24
51,https://www.goodreads.com/book/show/231804.The_Outsiders,The Outsiders,S.E. Hinton,34873,991434,4.1,1967,False,"['Classics', 'Young Adult', 'Fiction']","['Books I Loved Best Yearly (BILBY) Awards for Secondary  (1991)', 'Margaret A. Edwards Award (1988)']",192,2,0.02,5.88
52,https://www.goodreads.com/book/show/52892857-the-color-purple,The Color Purple,Alice Walker,16597,547009,4.23,1982,True,"['Classics', 'Fiction', 'Historical']","['Pulitzer Prize for Fiction (1983)', 'National Book Award for Fiction (Hardcover) (1983)', 'National Book Critics Circle Award Nominee for Fiction (1982)', 'Townsend Prize for Fiction (1984)']",304,4,0.1,6.65
53,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,The Grapes of Wrath,John Steinbeck,18082,777367,3.98,1939,False,"['Classics', 'Fiction', 'Historical']","['Pulitzer Prize for Novel (1940)', 'National Book Award for Fiction (1939)', 'California Book Award for General Literature (Silver) (1939)', 'Audie Award for Classic (1999)']",479,4,-0.06,5.18
54,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,A Thousand Splendid Suns,Khaled Hosseini,56666,1208370,4.38,2007,False,"['Fiction', 'Historical', 'Historical Fiction']","['British Book Award for Best Read of the Year (2008)', 'Book Sense Book of the Year Award for Adult Fiction (2008)', 'California Book Award for Fiction (Silver) (2007)', 'Exclusive Books Boeke Prize Nominee (2007)', 'Lincoln Award Nominee (2011)']",372,5,0.2,7.53
55,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,One Hundred Years of Solitude,Gabriel García Márquez,32630,787802,4.09,1967,False,"['Fiction', 'Classics', 'Magical Realism']","['Premio Internacional de Novela Rómulo Gallegos (1972)', 'Prix du Meilleur Livre Étranger for Roman (1969)']",417,2,0.01,5.82
56,https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,Where the Sidewalk Ends,Shel Silverstein,11080,1218162,4.3,1974,False,"['Poetry', 'Childrens', 'Classics']","[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1976)"", 'Golden Archer Award for Intermediate (1996)']",176,3,0.15,7.06
57,https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,Anne of Green Gables,L.M. Montgomery,25046,773270,4.26,1908,True,"['Classics', 'Fiction', 'Young Adult']",[],320,1,0.12,6.82
58,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,Where the Wild Things Are,Maurice Sendak,12207,856758,4.21,1963,False,"['Childrens', 'Childrens', 'Picture Books']","['Caldecott Medal (1964)', 'Lewis Carroll Shelf Award', 'Indies Choice Book Award for Picture Book Hall of Fame (2009)']",37,3,0.09,6.53
59,https://www.goodreads.com/book/show/375802.Ender_s_Game,Ender's Game,Orson Scott Card,44095,1178298,4.3,1985,True,"['Science Fiction', 'Fiction', 'Young Adult']","['Hugo Award for Best Novel (1986)', 'Nebula Award for Best Novel (1985)', 'Premi Ictineu for Millor novel·la traduïda (2014)', 'Nébula (1985)', 'Margaret A. Edwards Award (2008)']",324,5,0.15,7.06
60,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,The Adventures of Tom Sawyer,Mark Twain,10532,789528,3.92,1876,True,"['Classics', 'Fiction', 'Adventure']",['Lewis Carroll Shelf Award (1967)'],244,1,-0.1,4.82
61,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,The Count of Monte Cristo,Alexandre Dumas,22582,771889,4.26,1844,False,"['Classics', 'Fiction', 'Historical']",[],1138,1,0.12,6.82
62,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,A Tale of Two Cities,Charles Dickens,18383,833124,3.85,1859,False,"['Classics', 'Fiction', 'Historical']",[],489,1,-0.15,4.41
63,https://www.goodreads.com/book/show/4214.Life_of_Pi,Life of Pi,Yann Martel,47980,1390752,3.92,2001,False,"['Fiction', 'Fantasy', 'Classics']","['Booker Prize (2002)', 'Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2003)', 'Exclusive Books Boeke Prize (2003)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (2001)"", 'Lincoln Award Nominee (2005)', 'Deutscher Bücherpreis for Belletristik (2004)', 'CBC Canada Reads Nominee (2003)', 'Luisterboek Award Nominee (2015)', ""QWF (Quebec Writer's Federation) Award for Paragraphe Hugh MacLennan Prize for Fiction (2001)"", 'Asian/Pacific American Award for Literature for Adult Fiction (2003)']",460,10,-0.1,4.82
64,https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,"Oh, the Places You'll Go!",Dr. Seuss,5510,348266,4.33,0,False,"['Childrens', 'Childrens', 'Picture Books']",[],44,1,0.17,7.24
65,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,One Flew Over the Cuckoo's Nest,Ken Kesey,11734,651394,4.19,1962,False,"['Classics', 'Fiction', 'Psychology']",[],325,1,0.07,6.41
66,https://www.goodreads.com/book/show/15823480-anna-karenina,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,36413,1219712,3.82,1818,False,"['Classics', 'Fiction', 'Horror']",[],288,1,-0.17,4.24
67,https://www.goodreads.com/book/show/35031085-frankenstein,Anna Karenina,Leo Tolstoy,25820,696254,4.06,1877,False,"['Fiction', 'Romance', 'Cultural']",['PEN Translation Prize for Richard Pevear & Larissa Volokhonsky (2002)'],964,1,-0.01,5.65
68,https://www.goodreads.com/book/show/36576608-flowers-for-algernon,Flowers for Algernon,Daniel Keyes,20307,505705,4.15,1959,False,"['Fiction', 'Classics', 'Science Fiction']","['Hugo Award Nominee for Best Novel (1967)', 'Nebula Award for Best Novel (tie) (1966)', 'Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)']",216,3,0.05,6.18
69,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,The Handmaid's Tale,Margaret Atwood,74567,1558382,4.12,1985,True,"['Fiction', 'Classics', 'Science Fiction']","['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']",314,13,0.03,6.0
70,https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,Tuesdays with Morrie,Mitch Albom,27475,818694,4.12,1997,False,"['Nonfiction', 'Autobiography', 'Memoir']",[],210,1,0.03,6.0
