,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
168,1997,Anita Diamant,"['Book Sense Book of the Year Award for Adult Fiction (2001)', ""Boston Author's Club Award (1998)""]","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/7260188-mockingjay,324,534332,4.18,19630,The Red Tent,0
169,1899,Joseph Conrad,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/4989.The_Red_Tent,188,436146,3.44,14404,Heart of Darkness,0
170,1905,O. Henry,[],"['Classics', 'Short Stories', 'Fiction']",https://www.goodreads.com/book/show/4900.Heart_of_Darkness,26,85068,4.10,2000,The Gift of the Magi,0
171,1985,Gabriel García Márquez,"['Audie Award', 'Los Angeles Times Book Prize for Fiction (1988)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,348,430918,3.92,21570,Love in the Time of Cholera,0
172,2006,Elizabeth Gilbert,['Puddly Award for Nonfiction (2008)'],"['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/143534.The_Gift_of_the_Magi,368,1532006,3.58,54597,"Eat, Pray, Love",0
173,1984,Milan Kundera,['Los Angeles Times Book Prize for Fiction (1984)'],"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/19501.Eat_Pray_Love,320,361553,4.10,16458,The Unbearable Lightness of Being,0
174,1976,Anne Rice,['British Fantasy Award Nominee for Best Novel (1977)'],"['Horror', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/9717.The_Unbearable_Lightness_of_Being,342,503843,4.00,10753,Interview with the Vampire,1
175,1955,Jack Kerouac,['Grammy Award Nominee for Best Spoken Word Album (2001)'],"['Classics', 'Fiction', 'Travel']",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,307,361467,3.62,15545,On the Road,1
176,2005,Jeannette Walls,"['ALA Alex Award (2006)', 'Lincoln Award Nominee (2008)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/70401.On_the_Road,288,952205,4.28,52498,The Glass Castle,0
177,1400,Geoffrey Chaucer,[],"['Classics', 'Fiction', 'Poetry']",https://www.goodreads.com/book/show/7445.The_Glass_Castle,521,195042,3.51,3463,The Canterbury Tales,0
178,1942,C.S. Lewis,"['Nautilus Book Award for Audio Books & Spoken Word (2010)', 'Audie Award for Classic (2000)']","['Fiction', 'Classics', 'Christian']",https://www.goodreads.com/book/show/2696.The_Canterbury_Tales,223,349851,4.23,12007,The Screwtape Letters,0
179,1996,Chuck Palahniuk,['Oregon Book Award for Fiction (1997)'],"['Fiction', 'Classics', 'Contemporary']",https://www.goodreads.com/book/show/36236124-fight-club,218,516158,4.18,15240,Fight Club,1
180,1955,J.R.R. Tolkien,[],"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/17383917-the-screwtape-letters,1728,114622,4.60,1839,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,1
181,-560,Aesop,[],"['Classics', 'Fiction', 'Short Stories']",https://www.goodreads.com/book/show/21348.Aesop_s_Fables,306,116402,4.05,2112,Aesop's Fables,0
182,1726,Jonathan Swift,[],"['Classics', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/30.J_R_R_Tolkien_4_Book_Boxed_Set,306,239902,3.58,5809,Gulliver's Travels,0
183,1886,Robert Louis Stevenson,['Independent Publisher Book Award (IPPY) for Audio Fiction - Abridged (1999)'],"['Classics', 'Fiction', 'Horror']",https://www.goodreads.com/book/show/7733.Gulliver_s_Travels,144,412678,3.83,14246,The Strange Case of Dr. Jekyll and Mr. Hyde,0
184,-500,Sun Tzu,['Independent Publisher Book Award (IPPY) for Multicultural Non-Fiction (2003)'],"['Nonfiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,273,355957,3.97,12077,The Art of War,0
185,1991,Jostein Gaarder,"['Buxtehuder Bulle (1996)', 'Premio Bancarella (1995)', 'Deutscher Jugendliteraturpreis for Jugendbuch (1994)', 'Prix des libraires du Québec for Lauréats hors Québec (1996)', 'دار المنى', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (1997)', 'Premio San Clemente for Novela Estranxeira (1996)', ""Prime Minister of Pakistan's Award for Literature""]","['Philosophy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/10534.The_Art_of_War,403,211712,3.94,11651,Sophie's World,0
186,1854,Henry David Thoreau,[],"['Classics', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/10959.Sophie_s_World,352,166363,3.78,5711,Walden,0
187,1719,Daniel Defoe,[],"['Classics', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/2932.Robinson_Crusoe,320,257275,3.68,7095,Robinson Crusoe,1
188,1969,Mario Puzo,[],"['Fiction', 'Classics', 'Mystery']",https://www.goodreads.com/book/show/16902.Walden,448,352292,4.36,9213,The Godfather,1
189,1952,Ralph Ellison,['National Book Award for Fiction (1953)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/22034.The_Godfather,581,161911,3.89,6340,Invisible Man,0
190,1859,Charles Darwin,[],"['Science', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/16981.Invisible_Man,703,103823,3.98,2558,The Origin of Species,0
191,1812,Jacob Grimm,"['Zilveren Griffel (2006)', 'Zilveren Penseel (2006)']","['Classics', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales,880,149962,4.27,2611,The Complete Grimm's Fairy Tales,0
192,1815,Jane Austen,[],"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/22463.The_Origin_of_Species,474,687532,4.02,20240,Emma,0
193,1925,Franz Kafka,"[""Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999)""]","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/17690.The_Trial,255,247902,3.96,8254,The Trial,0
194,1976,Alex Haley,"['ASJA Outstanding Book Award (1978)', 'Audie Award for Nonfiction (2008)', 'Premio Bancarella (1978)', 'National Book Critics Circle Award Nominee for General Nonfiction (1976)', 'Lillian Smith Book Award (1977)']","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/6969.Emma,888,150486,4.42,3605,Roots: The Saga of an American Family,0
195,1895,H.G. Wells,[],"['Classics', 'Science Fiction', 'Fiction']",https://www.goodreads.com/book/show/2493.The_Time_Machine,118,432458,3.89,11687,The Time Machine,0
196,1532,Niccolò Machiavelli,['National Book Award Finalist for Translation (1978)'],"['Classics', 'Philosophy', 'Nonfiction']",https://www.goodreads.com/book/show/546018.Roots,140,273398,3.82,8976,The Prince,0
197,1987,Alan Moore,"['Hugo Award for Other Forms (1988)', 'Locus Award for Best Non-Fiction/Art (1988)', 'Harvey Awards for Best Writer (for Alan Moore), Best Artist or Penciller (for Dave Gibbons), Best Continuing or Limited Series, Best Single Issue (""Watchmen #9""), Best Graphic Album, Best Colorist (for John Higgins) & Special Award for Excellence in Production  (1988)', ""Prix du Festival d'Angoulême for Alph-art du meilleur album étranger (1989)"", 'Urhunden Prize for Foreign Album (1992)', 'Will Eisner Comic Industry Awards for Best Archival Collection/Project–Comic Books (in 2006 awards, for Absolute edition), Best Finite Series, Best Graphic Album, Best Writer (for Alan Moore), Best Writer/Artist (single or team) (for Alan Moore & Dave Gibbons) (1988)', 'IGN Award for Best Collection (2005)']","['Sequential Art', 'Graphic Novels', 'Sequential Art']",https://www.goodreads.com/book/show/28862.The_Prince,416,499393,4.37,14673,Watchmen,1
198,1759,Voltaire,[],"['Classics', 'Fiction', 'Philosophy']",https://www.goodreads.com/book/show/472331.Watchmen,129,228995,3.77,8204,Candide,0
199,1971,Beatrice Sparks,[],"['Young Adult', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/19380.Candide,213,242560,3.76,10969,Go Ask Alice,0
200,2001,Ian McEwan,"['Booker Prize Nominee (2001)', 'James Tait Black Memorial Prize Nominee for Fiction (2001)', 'Whitbread Award Nominee for Novel (2001)', 'WH Smith Literary Award (2002)', 'Los Angeles Times Book Prize for Fiction (2002)', 'Exclusive Books Boeke Prize (2002)', 'National Book Critics Circle Award for Fiction (2002)', ""Commonwealth Writers' Prize for Best Book in South Asia and Europe (2002)"", 'Deutscher Bücherpreis for Internationale Belletristik (2003)', 'Premi Llibreter de narrativa Nominee (2003)', 'International Dublin Literary Award Nominee (2003)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/46799.Go_Ask_Alice,351,454772,3.91,17845,Atonement,0
201,1987,Toni Morrison,"['Pulitzer Prize for Fiction (1988)', 'American Book Award (1988)', 'Anisfield-Wolf Book Award (1988)', 'National Book Critics Circle Award Nominee for Fiction (1987)', 'Frederic G. Melcher Book Award (1988)', 'National Book Award Finalist for Fiction (1987)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/6867.Atonement,324,342867,3.88,13863,Beloved,1
202,1975,Natalie Babbitt,"['Lewis Carroll Shelf Award (1978)', 'Young Hoosier Book Award Nominee (1976)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1977)"", ""Children's Choice Book Award"", ""Phoenix Award (Children's Literature Association) (1995)"", 'Bluestem Book Award Nominee (2017)']","['Fantasy', 'Young Adult', 'Classics']",https://www.goodreads.com/book/show/6149.Beloved,148,245253,3.87,9646,Tuck Everlasting,0
203,1982,Marion Zimmer Bradley,['Locus Award for Best Fantasy Novel (1984)'],"['Fantasy', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/402045.The_Mists_of_Avalon,884,197601,4.11,6887,The Mists of Avalon,1
204,2004,Jodi Picoult,"['Audie Award for Multi-Voiced Performance (2005)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2007)"", 'ALA Alex Award (2005)', 'Lincoln Award (2006)', 'Green Mountain Book Award (2007)', 'Missouri Gateway Readers Award Nominee (2007)']","['Fiction', 'Contemporary', 'Womens Fiction']",https://www.goodreads.com/book/show/84981.Tuck_Everlasting,423,1086446,4.08,33889,My Sister's Keeper,0
205,1926,Ernest Hemingway,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises,189,375587,3.82,13374,The Sun Also Rises (Fiesta),0
206,,سید مرتضی مصطفوی,[],['Fiction'],https://www.goodreads.com/book/show/10917.My_Sister_s_Keeper,204,962,3.92,142,زندگی مه آلود پریا,0
207,2011,Veronica Roth,"['Georgia Peach Book Award (2012)', 'South Carolina Book Award for Young Adult (2014)', 'Rhode Island Teen Book Award (2013)', 'Evergreen Teen Book Award (2014)', 'Soaring Eagle Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2012)', ""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)"", 'Sakura Medal', 'New Mexico Land of Enchantment Award for Young Adult (2014)', 'Eliot Rosewater Indiana High School Book Award (2014)', 'California Young Readers Medal for Young Adult (2014)', 'Lincoln Award Nominee (2014)', 'DABWAHA Romance Tournament for Best Young Adult Romance (2012)', 'Goodreads Choice Award for Favorite Book and for Young Adult Fantasy & Science Fiction and Nominee for Goodreads Author (2011)', 'Green Mountain Book Award (2013)', 'The Magnolia Award for 6-8 (2014)', ""Louisiana Teen Readers' Choice (2014)"", 'Missouri Gateway Readers Award (2014)', 'Oklahoma Sequoyah Award for High Schol (2014)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2011)']","['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/40937505,487,3069982,4.18,109737,Divergent,1
208,1961,Robert A. Heinlein,"['Hugo Award for Best Novel (1962)', 'Prometheus Hall of Fame Award (1987)']","['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/13335037-divergent,525,282291,3.92,8314,Stranger in a Strange Land,0
209,1901,Beatrix Potter,['Lewis Carroll Shelf Award (1958)'],"['Childrens', 'Classics', 'Childrens']",https://www.goodreads.com/book/show/350.Stranger_in_a_Strange_Land,72,216847,4.18,2137,The Tale of Peter Rabbit,1
210,1942,C.S. Lewis,[],"['Christian', 'Nonfiction', 'Religion']",https://www.goodreads.com/book/show/11138.Mere_Christianity,191,317698,4.32,9017,Mere Christianity,0
211,,Lauren  Robinson,[],"['Historical', 'Historical Fiction', 'Literary Fiction']",https://www.goodreads.com/book/show/19321.The_Tale_of_Peter_Rabbit,,1988,4.61,999,The Boy Who Saw In Colours,0
212,1961,Norton Juster,[],"['Fantasy', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,248,259882,4.16,10811,The Phantom Tollbooth,0
213,1989,Lois Lowry,"['Newbery Medal (1990)', ""National Jewish Book Award for Children's Literature (1990)"", 'Sydney Taylor Book Award for Older Readers (1989)', ""Jane Addams Children's Book Award Nominee (1990)"", 'Charlotte Award (1992)', ""Dorothy Canfield Fisher Children's Book Award (1991)"", ""Charlie May Simon Children's Book Award (1992)"", ""Rebecca Caudill Young Readers' Book Award (1992)""]","['Historical', 'Historical Fiction', 'Young Adult']",https://www.goodreads.com/book/show/53445713-the-boy-who-saw-in-colours,137,471857,4.15,13892,Number the Stars,0
214,1934,Agatha Christie,['CWA Best Ever Nominee for Crime Novel (2013)'],"['Mystery', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/47281.Number_the_Stars,274,415161,4.18,25749,Murder on the Orient Express,1
215,1990,Tim O'Brien,"['Pulitzer Prize Nominee for Fiction (1991)', 'Chicago Tribune Heartland Prize for Fiction (1990)', 'Prix du Meilleur Livre Étranger for Roman (1990)', 'National Book Critics Circle Award Nominee for Fiction (1990)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express,246,264249,4.13,14856,The Things They Carried,0
216,1787,Founding Fathers,[],"['History', 'Nonfiction', 'Politics']",https://www.goodreads.com/book/show/89959.The_Constitution_of_the_United_States_of_America,30,25394,4.53,596,The Constitution of the United States of America,0
217,1970,Dee Brown,[],"['History', 'Nonfiction', 'North American Hi...']",https://www.goodreads.com/book/show/133518.The_Things_They_Carried,509,73305,4.19,3997,Bury My Heart at Wounded Knee: An Indian History of the American West,0
218,1961,Roald Dahl,[],"['Childrens', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,146,400972,4.01,7336,James and the Giant Peach,0
219,2006,Greg Mortenson,"['Dayton Literary Peace Prize Nominee for Nonfiction (2007)', 'Puddly Award for Nonfiction (2010)', 'Montana Book Award Nominee (2006)', 'Kiriyama Prize for Nonfiction (2007)', 'One Book One San Diego (2008)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,349,334478,3.65,22201,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,0
220,1996,Douglas Adams,[],"['Science Fiction', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,815,296267,4.36,5453,The Ultimate Hitchhiker's Guide to the Galaxy,1
221,1855,Walt Whitman,[],"['Poetry', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy,624,93933,4.11,2767,Leaves of Grass,0
222,2002,Jeffrey Eugenides,"['Pulitzer Prize for Fiction (2003)', 'James Tait Black Memorial Prize Nominee for Fiction (2003)', 'Ambassador Book Award for Fiction (2003)', 'Audie Award for Fiction, Unabridged (2003)', 'National Book Critics Circle Award Nominee for Fiction (2002)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/2187.Middlesex,529,593939,4.01,23582,Middlesex,0
223,1988,Bill Watterson,[],"['Sequential Art', 'Comics', 'Humor']",https://www.goodreads.com/book/show/27494.Leaves_of_Grass,256,113848,4.64,868,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,1
224,1982,Thomas Keneally,"['Booker Prize (1982)', 'Los Angeles Times Book Prize for Fiction (1983)']","['History', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/15195.The_Complete_Maus,429,149685,4.33,2360,Schindler's List,0
225,1996,Jon Krakauer,['Washington State Book Award (1997)'],"['Nonfiction', 'Biography', 'Adventure']",https://www.goodreads.com/book/show/43070.The_Essential_Calvin_and_Hobbes,207,917220,3.99,22517,Into the Wild,0
226,2005,Rick Riordan,"[""Young Readers' Choice Award (2008)"", 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2011)', 'South Carolina Book Award for Junior Book Award (2008)', 'Grand Canyon Reader Award for Tween Book (2008)', 'Nene Award (2008)', ""Massachusetts Children's Book Award (2008)"", ""Pennsylvania Young Readers' Choice Award for Grades 6-8 (2008)"", 'Rhode Island Teen Book Award Nominee (2007)', 'Sunshine State Young Readers Award for Grades 6-8 (2007)', ""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2008)"", 'Iowa Teen Award (2009)', 'Lincoln Award Nominee (2009)', 'Oklahoma Sequoyah Award for YA (2008)', ""Rebecca Caudill Young Readers' Book Award (2009)""]","['Fantasy', 'Young Adult', 'Fantasy']",https://www.goodreads.com/book/show/375013.Schindler_s_List,377,2126016,4.26,64866,The Lightning Thief,1
227,1965,Malcolm X,[],"['Nonfiction', 'Biography', 'History']",https://www.goodreads.com/book/show/1845.Into_the_Wild,527,220821,4.32,6891,The Autobiography of Malcolm X,0
228,1937,Zora Neale Hurston,['Audie Award for Solo Narration - Female (2001)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/28187.The_Lightning_Thief,219,279434,3.95,14852,Their Eyes Were Watching God,0
229,1905,Frances Hodgson Burnett,[],"['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X,242,279175,4.20,7528,A Little Princess,0
230,1995,Dave Pelzer,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2005)"", 'Soaring Eagle Book Award (2000)', 'Lincoln Award (2005)']","['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,184,389697,4.11,16156,"A Child Called ""It""",1
231,1904,J.M. Barrie,[],"['Classics', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/3008.A_Little_Princess,176,299608,4.03,12157,Peter Pan,0
232,1999,Laurie Halse Anderson,"['SCBWI Golden Kite Award for Fiction (1999)', 'Edgar Award Nominee for Best Young Adult (2000)', 'Michael L. Printz Award Nominee (2000)', 'South Carolina Book Award for Young Adult Book Award (2002)', 'Rhode Island Teen Book Award Nominee (2001)', ""Dorothy Canfield Fisher Children's Book Award Nominee (2001)"", 'Evergreen Teen Book Award (2002)', 'Boston Globe-Horn Book Award (2000)', 'California Young Readers Medal Nominee for Young Adult (2003)', 'Lincoln Award Nominee (2005)', ""National Book Award Finalist for Young People's Literature (1999)"", 'Oklahoma Sequoyah Award for YA (2002)', 'Margaret A. Edwards Award (2009)']","['Young Adult', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/60748.A_Child_Called_It_,202,498533,4.02,24108,Speak,0
233,1978,John Irving,"['National Book Award for Fiction (Paperback) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1978)', 'National Book Award Finalist for Fiction (1979)']","['Fiction', 'Classics', 'Contemporary']",https://www.goodreads.com/book/show/34268.Peter_Pan,610,208994,4.09,5644,The World According to Garp,0
234,2005,Ki Longfellow,[],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/439288.Speak,448,4486,4.09,479,The Secret Magdalene,0
235,1908,Kenneth Grahame,"['Lewis Carroll Shelf Award (1958)', 'Australian Book Industry Award (ABIA) Nominee for Older Children (ages 8-14) (2008)']","['Classics', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/7069.The_World_According_to_Garp,197,186840,3.98,6414,The Wind in the Willows,0
236,1980,Howard Zinn,['National Book Award Finalist for History (Paperback) (1981)'],"['History', 'Nonfiction', 'Politics']",https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,729,205566,4.06,5999,A People's History of the United States,0
237,2005,John Green,"['Los Angeles Times Book Prize Nominee for Young Adult Fiction (2005)', 'Michael L. Printz Award (2006)', 'Rhode Island Teen Book Award Nominee (2007)', 'Michigan Library Association Thumbs Up! Award Nominee (2006)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2008)', 'The Inky Awards for Silver Inky (2007)', 'Lincoln Award Nominee (2009)', 'Bronzener Lufti (2007)', 'Green Mountain Book Award (2008)', 'The Inky Awards Shortlist for Silver Inky (2007)', 'Alabama Author Award for Young Adult (2006)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2014)']","['Young Adult', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/99561.Looking_for_Alaska,221,1178040,4.01,57858,Looking for Alaska,0
238,2001,Neil Gaiman,"['Bram Stoker Award for Best Novel (2001)', 'Hugo Award for Best Novel (2002)', 'Nebula Award for Best Novel (2002)', 'Locus Award for Best Fantasy Novel (2002)', 'International Horror Guild Award Nominee for Best Novel (2001)', 'World Fantasy Award Nominee for Best Novel (2002)', 'SFX Award for Best Novel (2002)', 'Geffen Award (2003)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (2002)', 'British Science Fiction Association Award Nominee for Best Novel (2001)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2003)"", 'Prix Bob Morane for roman traduit (2003)', 'British Fantasy Award Nominee for Best Novel (August Derlith Fantasy Award) (2002)']","['Fantasy', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,635,793651,4.10,39897,American Gods,1
239,-375,Plato,[],"['Philosophy', 'Classics', 'Nonfiction']",https://www.goodreads.com/book/show/30165203-american-gods,416,177538,3.95,3811,The Republic,1
240,,Helen Keller,[],"['Nonfiction', 'Biography', 'Classics']",https://www.goodreads.com/book/show/30289.The_Republic,240,137253,4.07,2640,The Story of My Life,0
241,1990,Terry Pratchett,"['Locus Award Nominee for Best Fantasy Novel (1991)', 'World Fantasy Award Nominee for Best Novel (1991)']","['Fantasy', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/821611.The_Story_of_My_Life,491,577861,4.24,29019,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",0
242,1901,Arthur Conan Doyle,"['Audie Award for Best Audio Drama (2015)', 'CWA Best Ever Nominee for Crime Novel (2013)']","['Classics', 'Mystery', 'Fiction']",https://www.goodreads.com/book/show/12067.Good_Omens,256,270433,4.12,8669,The Hound of the Baskervilles,1
243,1998,Louis Sachar,"['Newbery Medal (1999)', ""National Book Award for Young People's Literature (1998)"", ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2001)"", 'Grand Canyon Reader Award for Teen Book (2001)', 'Nene Award (2001)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (2001)', ""Massachusetts Children's Book Award (2001)"", ""Flicker Tale Children's Book Award (2000)"", ""Pennsylvania Young Readers' Choice Award for Grades 6-8 (2000)"", ""Dorothy Canfield Fisher Children's Book Award (2000)"", 'Evergreen Teen Book Award (2001)', 'Soaring Eagle Book Award (2003)', 'Sunshine State Young Readers Award for Grades 3-5 and Grades 6-8 (2002)', ""Pacific Northwest Library Association Young Reader's Choice Award for Junior (2001)"", 'Zilveren Zoen (2000)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2001)', 'Boston Globe-Horn Book Award for Fiction (1999)', 'New Mexico Land of Enchantment Award for Young Adult (2001)', ""William Allen White Children's Book Award (2001)"", 'Oklahoma Sequoyah Award for Children and YA (2001)', ""Rebecca Caudill Young Readers' Book Award (2002)"", 'Premi Protagonista Jove for Categoria 14-15 anys (2000)']","['Young Adult', 'Fiction', 'Childrens']",https://www.goodreads.com/book/show/38709.Holes,233,1011721,3.98,21237,Holes,1
244,2003,Bill Bryson,"['Samuel Johnson Prize for Non-Fiction Nominee (2004)', 'EU Descartes Prize for science communication (2005)', 'J. A. Hollon palkinto (2006)']","['Nonfiction', 'Science', 'History']",https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles,544,319437,4.19,12954,A Short History of Nearly Everything,0
245,1913,Hans Christian Andersen,[],"['Classics', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/21.A_Short_History_of_Nearly_Everything,803,117802,4.27,1339,The Complete Fairy Tales,0
246,1929,Ernest Hemingway,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/46306.The_Complete_Fairy_Tales,293,271965,3.81,10142,A Farewell to Arms,0
247,1958,Chinua Achebe,[],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms,209,303044,3.70,14863,Things Fall Apart,1
248,1959,John Knowles,"['Rosenthal Family Foundation Award (1961)', 'William Faulkner Foundation Award (1961)', 'National Book Award Finalist for Fiction (1961)']","['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/37781.Things_Fall_Apart,208,195044,3.58,7686,A Separate Peace,0
249,1963,Kurt Vonnegut Jr.,['Hugo Award Nominee for Best Novel (1964)'],"['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/135479.Cat_s_Cradle,179,348426,4.16,11343,Cat's Cradle,0
250,2007,William Paul Young,['LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)'],"['Fiction', 'Christian', 'Christian Fiction']",https://www.goodreads.com/book/show/5148.A_Separate_Peace,248,560235,3.78,33531,The Shack,0
251,1988,Stephen Hawking,['Royal Society Science Book Prize Nominee for General Prize (1989)'],"['Science', 'Nonfiction', 'Science']",https://www.goodreads.com/book/show/1812457.The_Shack,212,325307,4.18,9537,A Brief History of Time,0
252,1857,Gustave Flaubert,[],"['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,329,267874,3.68,11366,Madame Bovary,0
253,1845,Edgar Allan Poe,[],"['Classics', 'Poetry', 'Horror']",https://www.goodreads.com/book/show/2175.Madame_Bovary,64,107139,4.29,2440,The Raven,0
254,1995,José Saramago,"['Premio San Clemente for Novela Estranxeira (1999)', 'International Dublin Literary Award Nominee (1999)']","['Fiction', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/264158.The_Raven,349,216279,4.14,17540,Blindness,1
255,1960,Scott O'Dell,"['Newbery Medal (1961)', 'Lewis Carroll Shelf Award (1961)', 'Nene Award (1964)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1962)"", 'Deutscher Jugendliteraturpreis for Jugendbuch (1963)', ""William Allen White Children's Book Award (1963)""]","['Young Adult', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/40495148-blindness,184,303323,3.84,8579,Island of the Blue Dolphins,1
256,,Ki Longfellow,[],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/233818.Island_of_the_Blue_Dolphins,301,5147,3.90,226,Flow Down Like Silver: Hypatia of Alexandria,0
257,1987,Fannie Flagg,['Alabama Author Award for Fiction (1989)'],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,416,273314,4.28,7116,Fried Green Tomatoes at the Whistle Stop Cafe,1
258,2005,Jonathan Safran Foer,"['Prix des libraires du Québec for Lauréats hors Québec (2007)', 'Luisterboek Award (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Fiction', 'Contemporary', 'Historical']",https://www.goodreads.com/book/show/6801755-flow-down-like-silver,326,390680,3.97,23603,Extremely Loud & Incredibly Close,0
