,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
54,2007,Khaled Hosseini,"['British Book Award for Best Read of the Year (2008)', 'Book Sense Book of the Year Award for Adult Fiction (2008)', 'California Book Award for Fiction (Silver) (2007)', 'Exclusive Books Boeke Prize Nominee (2007)', 'Lincoln Award Nominee (2011)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,372,1208370,4.38,56666,A Thousand Splendid Suns,0
55,1967,Gabriel García Márquez,"['Premio Internacional de Novela Rómulo Gallegos (1972)', 'Prix du Meilleur Livre Étranger for Roman (1969)']","['Fiction', 'Classics', 'Magical Realism']",https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,417,787802,4.09,32630,One Hundred Years of Solitude,0
56,1974,Shel Silverstein,"[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (1976)"", 'Golden Archer Award for Intermediate (1996)']","['Poetry', 'Childrens', 'Classics']",https://www.goodreads.com/book/show/30119.Where_the_Sidewalk_Ends,176,1218162,4.30,11080,Where the Sidewalk Ends,0
57,1908,L.M. Montgomery,[],"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,320,773270,4.26,25046,Anne of Green Gables,1
58,1963,Maurice Sendak,"['Caldecott Medal (1964)', 'Lewis Carroll Shelf Award', 'Indies Choice Book Award for Picture Book Hall of Fame (2009)']","['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,37,856758,4.21,12207,Where the Wild Things Are,0
59,1985,Orson Scott Card,"['Hugo Award for Best Novel (1986)', 'Nebula Award for Best Novel (1985)', 'Premi Ictineu for Millor novel·la traduïda (2014)', 'Nébula (1985)', 'Margaret A. Edwards Award (2008)']","['Science Fiction', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/375802.Ender_s_Game,324,1178298,4.30,44095,Ender's Game,1
60,1876,Mark Twain,['Lewis Carroll Shelf Award (1967)'],"['Classics', 'Fiction', 'Adventure']",https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer,244,789528,3.92,10532,The Adventures of Tom Sawyer,1
61,1844,Alexandre Dumas,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,1138,771889,4.26,22582,The Count of Monte Cristo,0
62,1859,Charles Dickens,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,489,833124,3.85,18383,A Tale of Two Cities,0
63,2001,Yann Martel,"['Booker Prize (2002)', 'Bollinger Everyman Wodehouse Prize Nominee for Comic Fiction (2003)', 'Exclusive Books Boeke Prize (2003)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général Nominee for Fiction (2001)"", 'Lincoln Award Nominee (2005)', 'Deutscher Bücherpreis for Belletristik (2004)', 'CBC Canada Reads Nominee (2003)', 'Luisterboek Award Nominee (2015)', ""QWF (Quebec Writer's Federation) Award for Paragraphe Hugh MacLennan Prize for Fiction (2001)"", 'Asian/Pacific American Award for Literature for Adult Fiction (2003)']","['Fiction', 'Fantasy', 'Classics']",https://www.goodreads.com/book/show/4214.Life_of_Pi,460,1390752,3.92,47980,Life of Pi,0
64,,Dr. Seuss,[],"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest,44,348266,4.33,5510,"Oh, the Places You'll Go!",0
65,1962,Ken Kesey,[],"['Classics', 'Fiction', 'Psychology']",https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_,325,651394,4.19,11734,One Flew Over the Cuckoo's Nest,0
66,1818,Mary Wollstonecraft Shelley,[],"['Classics', 'Fiction', 'Horror']",https://www.goodreads.com/book/show/15823480-anna-karenina,288,1219712,3.82,36413,Frankenstein: The 1818 Text,0
67,1877,Leo Tolstoy,['PEN Translation Prize for Richard Pevear & Larissa Volokhonsky (2002)'],"['Fiction', 'Romance', 'Cultural']",https://www.goodreads.com/book/show/35031085-frankenstein,964,696254,4.06,25820,Anna Karenina,0
68,1959,Daniel Keyes,"['Hugo Award Nominee for Best Novel (1967)', 'Nebula Award for Best Novel (tie) (1966)', 'Locus Award Nominee for All-Time Best Novel (36th in poll) (1975)']","['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/36576608-flowers-for-algernon,216,505705,4.15,20307,Flowers for Algernon,0
69,1985,Margaret Atwood,"['Booker Prize Nominee (1986)', 'Nebula Award Nominee for Best Novel (1986)', 'Locus Award Nominee for Best SF Novel (1987)', 'Arthur C. Clarke Award (1987)', 'Audie Award for Fiction (2013)', 'Los Angeles Times Book Prize for Fiction (1986)', 'Prometheus Award Nominee for Best Novel (1987)', 'James Tiptree Jr. Award Nominee for Retrospective (1995)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1985)"", 'SF Chronicle Award Nominee for Novel (1987)', ""Commonwealth Writers' Prize Nominee for Best Book in Caribbean and Canada (1987)"", 'CBC Canada Reads Nominee (2002)', 'Metų verstinė knyga Nominee (2012)']","['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale,314,1558382,4.12,74567,The Handmaid's Tale,1
70,1997,Mitch Albom,[],"['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/99107.Winnie_the_Pooh,210,818694,4.12,27475,Tuesdays with Morrie,0
71,1926,A.A. Milne,[],"['Classics', 'Childrens', 'Fiction']",https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,145,287208,4.31,5094,Winnie-the-Pooh,1
72,1954,J.R.R. Tolkien,['Publieksprijs voor het Nederlandse Boek Nominee (2002)'],"['Fantasy', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/3263607-the-fellowship-of-the-ring,527,2441413,4.37,24813,The Fellowship of the Ring,1
73,1969,Kurt Vonnegut Jr.,"['Hugo Award Nominee for Best SF Novel (1970)', 'Nebula Award Nominee for Best Novel (1969)', 'National Book Award Finalist for Fiction (1970)', ""Chicago Publishers' Award (1970)""]","['Classics', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,275,1173386,4.08,28439,Slaughterhouse-Five,0
74,1952,Ernest Hemingway,"['Pulitzer Prize for Fiction (1953)', 'Premio Bancarella (1953)', 'National Book Award Finalist for Fiction (1953)']","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/168668.Catch_22,96,879082,3.79,26872,The Old Man and the Sea,0
75,1961,Joseph Heller,['National Book Award Finalist for Fiction (1962)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,453,745603,3.98,19030,Catch-22,1
76,1606,William Shakespeare,[],"['Classics', 'Plays', 'Fiction']",https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,249,704218,3.91,11923,Macbeth,0
77,2005,Stephenie Meyer,"['Georgia Peach Book Award (2007)', 'Buxtehuder Bulle (2006)', 'Kentucky Bluegrass Award for 9-12 (2007)', 'Prijs van de Kinder- en Jeugdjury Vlaanderen (2008)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2009)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2008)"", 'Garden State Book Award for Fiction (Grades 9-12) (2008)', 'South Carolina Book Award for Young Adult Book Award (2008)', 'Grand Canyon Reader Award for Teen Book (2008)', 'Maryland Black-Eyed Susan Book Award for High School (2008)', 'Golden Sower Award for Young Adult (2009)', ""Nevada Young Readers' Award for Young Adult Category  (2007)"", ""The Flume: New Hampshire Teen Reader's Choice Award (2007)"", ""Pennsylvania Young Readers' Choice Award for Young Adult (2009)"", 'Rhode Island Teen Book Award (2007)', 'Evergreen Teen Book Award (2008)', 'Michigan Library Association Thumbs Up! Award Nominee (2006)', 'Teen Read Award Nominee for Best All-Time-Fave (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2007)', 'Iowa High School Book Award (2008)', 'Eliot Rosewater Indiana High School Book Award (2008)', 'Lincoln Award (2008)', 'Literaturpreis der Jury der jungen Leser for Cover (2007)', 'Prix Et-lisez-moi (2008)', 'Missouri Gateway Readers Award (2008)']","['Young Adult', 'Fantasy', 'Romance']",https://www.goodreads.com/book/show/8852.Macbeth,501,5206954,3.61,107248,Twilight,1
78,1850,Nathaniel Hawthorne,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/41865.Twilight,279,728749,3.42,15260,The Scarlet Letter,0
79,1922,Hermann Hesse,[],"['Classics', 'Fiction', 'Philosophy']",https://www.goodreads.com/book/show/7604.Lolita,152,614064,4.04,18786,Siddhartha,0
80,1915,Franz Kafka,[],"['Classics', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/18619684-the-time-traveler-s-wife,201,693326,3.83,19745,The Metamorphosis,0
81,1955,Vladimir Nabokov,['National Book Award Finalist for Fiction (1959)'],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/52036.Siddhartha,331,689514,3.89,26233,Lolita,0
82,1942,Albert Camus,['PEN Translation Prize for Matthew Ward (1989)'],"['Classics', 'Fiction', 'Philosophy']",https://www.goodreads.com/book/show/485894.The_Metamorphosis,123,755639,3.99,25281,The Stranger,0
83,1947,Margaret Wise Brown,[],"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/49552.The_Stranger,32,320463,4.28,6077,Goodnight Moon,1
84,1943,Betty  Smith,['Audie Award for Classic (2002)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/32929.Goodnight_Moon,496,400656,4.27,21566,A Tree Grows in Brooklyn,0
85,1865,Leo Tolstoy,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn,1392,275726,4.12,12319,War and Peace,1
86,1971,Laura Ingalls Wilder,[],"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/656.War_and_Peace,2700,144555,4.34,2265,The Little House Collection,1
87,1998,J.K. Rowling,"[""Mythopoeic Fantasy Award for Children's Literature (2008)"", 'British Book Award (1999)', 'Prijs van de Jonge Jury (2002)', 'Books I Loved Best Yearly (BILBY) Awards for Older Readers (2006)', 'Colorado Blue Spruce Young Adult Book Award (2008)', 'Golden Archer Award for Middle/Junior High (2008)', 'Nestlé Smarties Book Prize for 9–11 years (1998)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/15881.Harry_Potter_and_the_Chamber_of_Secrets,341,2905831,4.43,56525,Harry Potter and the Chamber of Secrets,1
88,1962,Anthony Burgess,['Prometheus Hall of Fame Award (2008)'],"['Classics', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/114345.The_Little_House_Collection,213,624061,3.99,14635,A Clockwork Orange,0
89,1929,Erich Maria Remarque,['Luisterboek Award Nominee (2015)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/41817486-a-clockwork-orange,296,367438,3.99,11121,All Quiet on the Western Front,1
90,1851,Harriet Beecher Stowe,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,438,204463,3.88,8148,Uncle Tom's Cabin,0
91,1978,Stephen King,"['Locus Award Nominee for Best SF Novel (1979)', 'World Fantasy Award Nominee for Best Novel (1979)', 'Gandalf Award Nominee (1979)', 'Balrog Award Nominee for Best Novel (1979) (1980)']","['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/149267.The_Stand,1152,646648,4.34,22448,The Stand,0
92,,Anonymous,[],"['Religion', 'Religion', 'Islam']",https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,604,59058,4.35,3148,القرآن الكريم,0
93,1957,Ayn Rand,"['Prometheus Hall of Fame Award (1983)', 'National Book Award Finalist for Fiction (1958)']","['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/3836.Don_Quixote,1078,361769,3.69,17831,Atlas Shrugged,0
94,1605,Miguel de Cervantes Saavedra,"['Will Eisner Comic Industry Awards Nominee for Best Adaptation from Another Medium & Best Humor Publication (2014)', 'Βραβείο Λογοτεχνικής Μετάφρασης ΕΚΕΜΕΛ for Ισπανόφωνη Λογοτεχνία (2010)', 'Premio de traducción literaria Valle Inclán for John Rutherford (2002)']","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/646462._,1023,221321,3.88,8662,Don Quixote,0
95,1879,Fyodor Dostoyevsky,[],"['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/662.Atlas_Shrugged,796,255660,4.32,11998,The Brothers Karamazov,1
96,1830,Anonymous,[],"['Religion', 'Nonfiction', 'Christianity']",https://www.goodreads.com/book/show/4934.The_Brothers_Karamazov,531,77543,4.32,6021,The Book of Mormon: Another Testament of Jesus Christ,0
97,1851,Herman Melville,"['Audie Award for Solo Narration - Male (2006)', 'Премія імені Максима Рильського (1991)']","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,654,491982,3.51,16625,"Moby-Dick or, the Whale",0
98,1998,Barbara Kingsolver,"['Pulitzer Prize Nominee for Fiction (1999)', 'Orange Prize Nominee for Fiction Shortlist (1999)', 'Book Sense Book of the Year Award for Adult (2000)', 'PEN/Faulkner Award for Fiction Nominee (1999)', 'Independent Publisher Book Award (IPPY) for Audio Fiction - Unabridged (1999)', 'Exclusive Books Boeke Prize (2000)', 'Puddly Award for Novel (2001)', 'International Dublin Literary Award Nominee (2000)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/7244.The_Poisonwood_Bible,546,672661,4.07,23757,The Poisonwood Bible,0
99,1969,Maya Angelou,['Coretta Scott King Book Award for Author Honor (1971)'],"['Nonfiction', 'Classics', 'Autobiography']",https://www.goodreads.com/book/show/153747.Moby_Dick_or_the_Whale,289,434826,4.25,11837,I Know Why the Caged Bird Sings,1
100,1861,Charles Dickens,"['Audie Award for Classic (2010)', 'Премія імені Максима Рильського (1993)']","['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,505,677755,3.78,16997,Great Expectations,0
101,1931,Pearl S. Buck,"['Pulitzer Prize for Novel (1932)', 'William Dean Howells Medal (1935)']","['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/968.The_Da_Vinci_Code,418,228057,3.99,10182,The Good Earth,1
102,2003,Dan Brown,"['British Book Award for Book of the Year (2005)', 'Book Sense Book of the Year Award for Adult Fiction (2004)', ""Humo's Gouden Bladwijzer (2004)"", 'Zilveren Vingerafdruk (2004)', ""The Flume: New Hampshire Teen Reader's Choice Award (2006)"", 'Teen Buckeye Book Award (2005)', 'Iowa High School Book Award (2006)', 'Puddly Award for Fiction (2007)', 'Missouri Gateway Readers Award for Adult (2006)']","['Fiction', 'Mystery', 'Thriller']",https://www.goodreads.com/book/show/2623.Great_Expectations,489,2011290,3.87,48302,The Da Vinci Code,1
103,1971,Corrie ten Boom,[],"['Nonfiction', 'Biography', 'History']",https://www.goodreads.com/book/show/1078.The_Good_Earth,242,271107,4.42,10733,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,0
104,1962,Madeleine L'Engle,"['Newbery Medal (1963)', ""Dorothy Canfield Fisher Children's Book Award Nominee (1964)"", 'Oklahoma Sequoyah Award (1965)', 'Margaret A. Edwards Award (1998)']","['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/561909.The_Hiding_Place,218,1081202,3.99,34707,A Wrinkle in Time,1
105,1897,Bram Stoker,[],"['Classics', 'Horror', 'Fiction']",https://www.goodreads.com/book/show/17245.Dracula,488,990069,4.00,28290,Dracula,0
106,1988,Roald Dahl,"['Odyssey Award Nominee (2014)', 'Prijs van de Nederlandse Kinderjury for 10-12 jaar en 13-16 jaar (1989)', ""Audie Award for Children's Titles Ages 8-12 (2014)"", 'Books I Loved Best Yearly (BILBY) Awards for Read Aloud (1990), Younger Readers (1997) (1990)', ""West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1989)"", ""Blue Peter Book Award for Voter's Award - Book that Made Me Laugh the Loudest (2000)"", ""Red House Children's Book Award (1989)"", 'Maryland Black-Eyed Susan Book Award for Book Award (1992)', ""Massachusetts Children's Book Award (1992)"", ""Nevada Young Readers' Award for Intermediate Category  (1992)"", ""Beehive Book Award for Children's Fiction (1991)"", 'Indian Paintbrush Book Award (1991)', 'Bluestem Book Award Nominee (2016)', ""Virginia Reader's Choice for Elementary (1990)"", ""Rebecca Caudill Young Readers' Book Award (1991)""]","['Childrens', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,240,700812,4.32,17592,Matilda,0
107,,John Green,"['Georgia Peach Book Award (2013)', 'Buxtehuder Bulle (2012)', 'Odyssey Award (2013)', 'Audie Award for Teens (2013)', ""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2013)"", ""Pennsylvania Young Readers' Choice Award for Young Adults (2013)"", 'Rhode Island Teen Book Award (2014)', 'Evergreen Teen Book Award (2015)', 'Soaring Eagle Book Award (2014)', 'Milwaukee County Teen Book Award (2013)', 'Indies Choice Book Award for Young Adult (2013)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2013)', 'Amelia Elizabeth Walden Award (2013)', 'Dioraphte Jongerenliteratuurprijs for vertaald boek en publieksprijs (2013)', 'The Inky Awards for Silver Inky (2012)', 'California Young Readers Medal for Young Adult (2015)', 'Lincoln Award (2014)', 'Luisterboek Award (2015)', 'Goodreads Choice Award for Young Adult Fiction (2012) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award (2014)', 'The Inky Awards Shortlist for Silver Inky (2012)', ""Louisiana Teen Readers' Choice (2015)"", 'Missouri Gateway Readers Award (2015)', 'Oklahoma Sequoyah Award for High School (2015)', 'Alabama Author Award for Young Adult (2013)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera independiente (2012)', 'FAB Award Nominee (2014)', 'Premi Protagonista Jove for Categoria 15-16 anys (2013)']","['Young Adult', 'Romance', 'Fiction']",https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,313,3779507,4.19,158106,The Fault in Our Stars,0
108,,Stephen Chbosky,[],"['Young Adult', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/39988.Matilda,213,1317178,4.20,60521,The Perks of Being a Wallflower,0
109,1811,Jane Austen,[],"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower,409,986622,4.08,17025,Sense and Sensibility,0
110,1932,Aldous Huxley,[],"['Classics', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/5129.Brave_New_World,268,1509589,3.99,32973,Brave New World,0
111,1973,William Goldman,[],"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,456,806002,4.25,21069,The Princess Bride,0
112,-800,Homer,[],"['Classics', 'Poetry', 'Fiction']",https://www.goodreads.com/book/show/21787.The_Princess_Bride,683,367721,3.88,7809,The Iliad,0
113,1843,Edgar Allan Poe,[],"['Classics', 'Horror', 'Fiction']",https://www.goodreads.com/book/show/1371.The_Iliad,448,225964,4.18,1376,The Tell-Tale Heart and Other Writings,0
114,1952,John Steinbeck,"['Audie Award for Classic (2004)', 'National Book Award Finalist for Fiction (1953)']","['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/4406.East_of_Eden,601,444284,4.38,20458,East of Eden,0
